Country,Age,Sex,Year,Life Expectancy
Brazil,0 years,Total,2000,69.6
Brazil,0 years,Total,2000,-6.6
Brazil,0 years,Total,2000,6.6
Brazil,0 years,Total,2001,70
Brazil,0 years,Total,2001,-6.7
Brazil,0 years,Total,2001,6.7
Brazil,0 years,Total,2002,70.4
Brazil,0 years,Total,2002,-6.8
Brazil,0 years,Total,2002,6.8
Brazil,0 years,Total,2003,70.9
Brazil,0 years,Total,2003,-6.8
Brazil,0 years,Total,2003,6.8
Brazil,0 years,Total,2004,71.4
Brazil,0 years,Total,2004,-6.8
Brazil,0 years,Total,2004,6.8
Brazil,0 years,Total,2005,71.8
Brazil,0 years,Total,2005,-6.8
Brazil,0 years,Total,2005,6.8
Brazil,0 years,Total,2006,72.3
Brazil,0 years,Total,2006,-6.8
Brazil,0 years,Total,2006,6.8
Brazil,0 years,Total,2007,72.7
Brazil,0 years,Total,2007,-6.8
Brazil,0 years,Total,2007,6.8
Brazil,0 years,Total,2008,73.1
Brazil,0 years,Total,2008,-6.9
Brazil,0 years,Total,2008,6.9
Brazil,0 years,Total,2009,73.5
Brazil,0 years,Total,2009,-6.9
Brazil,0 years,Total,2009,6.9
Brazil,0 years,Total,2010,73.8
Brazil,0 years,Total,2010,-6.9
Brazil,0 years,Total,2010,6.9
Brazil,0 years,Total,2011,74
Brazil,0 years,Total,2011,-6.9
Brazil,0 years,Total,2011,6.9
Brazil,0 years,Total,2012,74.3
Brazil,0 years,Total,2012,-6.9
Brazil,0 years,Total,2012,6.9
Brazil,0 years,Total,2013,74.6
Brazil,0 years,Total,2013,-6.8
Brazil,0 years,Total,2013,6.8
Brazil,0 years,Total,2014,74.8
Brazil,0 years,Total,2014,-6.8
Brazil,0 years,Total,2014,6.8
Brazil,0 years,Total,2015,75.1
Brazil,0 years,Total,2015,-6.7
Brazil,0 years,Total,2015,6.7
Brazil,0 years,Total,2016,75.1
Brazil,0 years,Total,2016,-6.8
Brazil,0 years,Total,2016,6.8
Brazil,0 years,Total,2017,75.4
Brazil,0 years,Total,2017,-6.7
