Country,Age,Sex,Year,Life Expectancy
Mexico,0 years,Male,2006,72.9
Mexico,0 years,Male,2007,72.7
Mexico,0 years,Male,2008,72.2
Mexico,0 years,Male,2009,71.9
Mexico,0 years,Male,2010,71.4
Mexico,0 years,Male,2011,71.8
Mexico,0 years,Male,2012,72.0
Mexico,0 years,Male,2013,72.4
Mexico,0 years,Male,2014,72.4
Mexico,0 years,Male,2015,72.4
Mexico,0 years,Male,2016,72.0
Mexico,0 years,Male,2017,72.0
Mexico,0 years,Male,2018,71.8
Mexico,0 years,Male,2019,71.8
Mexico,0 years,Male,2020,64.9
Mexico,0 years,Male,2021,64.9
Mexico,0 years,Male,2022,72.1
Mexico,0 years,Male,2023,72.3
Mexico,0 years,Male,2024,72.4
Mexico,0 years,Male,2025,72.6
Netherlands,0 years,Male,2000,75.6
Netherlands,0 years,Male,2001,75.8
Netherlands,0 years,Male,2002,76.0
Netherlands,0 years,Male,2003,76.3
Netherlands,0 years,Male,2004,76.9
Netherlands,0 years,Male,2005,77.2
Netherlands,0 years,Male,2006,77.7
Netherlands,0 years,Male,2007,78.1
Netherlands,0 years,Male,2008,78.4
Netherlands,0 years,Male,2009,78.7
Netherlands,0 years,Male,2010,78.9
Netherlands,0 years,Male,2011,79.4
Netherlands,0 years,Male,2012,79.3
Netherlands,0 years,Male,2013,79.5
Netherlands,0 years,Male,2014,79.9
Netherlands,0 years,Male,2015,79.7
Netherlands,0 years,Male,2016,79.9
Netherlands,0 years,Male,2017,80.1
Netherlands,0 years,Male,2018,80.2
Netherlands,0 years,Male,2019,80.5
Netherlands,0 years,Male,2020,79.7
Netherlands,0 years,Male,2021,79.7
Netherlands,0 years,Male,2022,80.1
Netherlands,0 years,Male,2023,80.3
Netherlands,0 years,Male,2024,80.5
New Zealand,0 years,Male,2000,75.9
New Zealand,0 years,Male,2001,76.3
New Zealand,0 years,Male,2002,76.7
New Zealand,0 years,Male,2003,77.0
New Zealand,0 years,Male,2004,77.4
New Zealand,0 years,Male,2005,77.7
New Zealand,0 years,Male,2006,78.0
New Zealand,0 years,Male,2007,78.2
New Zealand,0 years,Male,2008,78.4
New Zealand,0 years,Male,2009,78.7
New Zealand,0 years,Male,2010,78.9
New Zealand,0 years,Male,2011,79.1
New Zealand,0 years,Male,2012,79.3
New Zealand,0 years,Male,2013,79.5
New Zealand,0 years,Male,2014,79.6
New Zealand,0 years,Male,2015,79.7
New Zealand,0 years,Male,2016,79.8
New Zealand,0 years,Male,2017,79.9
New Zealand,0 years,Male,2018,80.0
New Zealand,0 years,Male,2019,80.0
New Zealand,0 years,Male,2020,80.0
New Zealand,0 years,Male,2021,80.1
New Zealand,0 years,Male,2022,80.1
New Zealand,0 years,Male,2023,80.1
New Zealand,0 years,Male,2024,80.4
Norway,0 years,Male,2000,76.0
Norway,0 years,Male,2001,76.2
Norway,0 years,Male,2002,76.4
Norway,0 years,Male,2003,77.1
Norway,0 years,Male,2004,77.6
Norway,0 years,Male,2005,77.8
Norway,0 years,Male,2006,78.2
Norway,0 years,Male,2007,78.3
Norway,0 years,Male,2008,78.4
Norway,0 years,Male,2009,78.7
Norway,0 years,Male,2010,79.0
Norway,0 years,Male,2011,79.1
Norway,0 years,Male,2012,79.5
Norway,0 years,Male,2013,79.8
Norway,0 years,Male,2014,80.0
Norway,0 years,Male,2015,80.4
Norway,0 years,Male,2016,80.6
Norway,0 years,Male,2017,80.9
Norway,0 years,Male,2018,81.0
Norway,0 years,Male,2019,81.2
Norway,0 years,Male,2020,81.5
Norway,0 years,Male,2021,81.6
Norway,0 years,Male,2022,80.9
Norway,0 years,Male,2023,81.4
Norway,0 years,Male,2024,81.6
Peru,0 years,Male,2000,68.0
Peru,0 years,Male,2001,68.8
Peru,0 years,Male,2002,69.5
Peru,0 years,Male,2003,70.2
Peru,0 years,Male,2004,70.7
Peru,0 years,Male,2005,71.1
Peru,0 years,Male,2006,71.2
Peru,0 years,Male,2007,71.3
Peru,0 years,Male,2008,71.4
Peru,0 years,Male,2009,71.4
Peru,0 years,Male,2010,72.0
Peru,0 years,Male,2011,72.2
Peru,0 years,Male,2012,72.5
Peru,0 years,Male,2013,72.7
Peru,0 years,Male,2014,73.0
Peru,0 years,Male,2015,73.2
Peru,0 years,Male,2016,73.4
Peru,0 years,Male,2017,73.6
Peru,0 years,Male,2018,73.8
Peru,0 years,Male,2019,74.0
Peru,0 years,Male,2020,74.1
Peru,0 years,Male,2021,74.3
Peru,0 years,Male,2022,74.4
Peru,0 years,Male,2023,74.6
Peru,0 years,Male,2024,74.7
Peru,0 years,Male,2025,74.9
Poland,0 years,Male,2000,69.6
Poland,0 years,Male,2001,70.0
Poland,0 years,Male,2002,70.3
Poland,0 years,Male,2003,70.5
Poland,0 years,Male,2004,70.6
Poland,0 years,Male,2005,70.8
Poland,0 years,Male,2006,70.9
Poland,0 years,Male,2007,71.0
Poland,0 years,Male,2008,71.3
Poland,0 years,Male,2009,71.5
Poland,0 years,Male,2010,72.2
Poland,0 years,Male,2011,72.5
Poland,0 years,Male,2012,72.6
Poland,0 years,Male,2013,73.0
Poland,0 years,Male,2014,73.6
Poland,0 years,Male,2015,73.4
Poland,0 years,Male,2016,73.8
Poland,0 years,Male,2017,73.8
Poland,0 years,Male,2018,73.7
Poland,0 years,Male,2019,74.0
Poland,0 years,Male,2020,72.4
Poland,0 years,Male,2021,71.5
Poland,0 years,Male,2022,73.2
Poland,0 years,Male,2023,74.5
Poland,0 years,Male,2024,74.8
Portugal,0 years,Male,2000,73.3
Portugal,0 years,Male,2001,73.6
Portugal,0 years,Male,2002,73.9
Portugal,0 years,Male,2003,74.2
Portugal,0 years,Male,2004,75.0
Portugal,0 years,Male,2005,74.9
Portugal,0 years,Male,2006,75.5
Portugal,0 years,Male,2007,75.9
Portugal,0 years,Male,2008,76.2
Portugal,0 years,Male,2009,76.5
Portugal,0 years,Male,2010,76.8
Portugal,0 years,Male,2011,77.3
Portugal,0 years,Male,2012,77.3
Portugal,0 years,Male,2013,77.6
Portugal,0 years,Male,2014,78.1
Portugal,0 years,Male,2015,78.2
Portugal,0 years,Male,2016,78.2
Portugal,0 years,Male,2017,78.5
Portugal,0 years,Male,2018,78.5
Portugal,0 years,Male,2019,79.0
Portugal,0 years,Male,2020,78.4
Portugal,0 years,Male,2021,78.4
Portugal,0 years,Male,2022,78.8
Portugal,0 years,Male,2023,79.4
Portugal,0 years,Male,2024,79.7
Romania,0 years,Male,2000,67.7
Romania,0 years,Male,2001,67.5
Romania,0 years,Male,2002,67.3
Romania,0 years,Male,2003,67.4
Romania,0 years,Male,2004,67.8
Romania,0 years,Male,2005,68.4
Romania,0 years,Male,2006,69.0
Romania,0 years,Male,2007,69.5
Romania,0 years,Male,2008,69.7
Romania,0 years,Male,2009,69.8
Romania,0 years,Male,2010,70.0
Romania,0 years,Male,2011,70.8
Romania,0 years,Male,2012,70.9
Romania,0 years,Male,2013,71.6
Romania,0 years,Male,2014,71.3
Romania,0 years,Male,2015,71.3
Romania,0 years,Male,2016,71.6
Romania,0 years,Male,2017,71.6
Romania,0 years,Male,2018,71.6
Romania,0 years,Male,2019,71.9
Romania,0 years,Male,2020,70.3
Romania,0 years,Male,2021,69.2
Romania,0 years,Male,2022,71.3
Romania,0 years,Male,2023,72.6
Romania,0 years,Male,2024,72.8
Russia,0 years,Male,2000,59.0
Russia,0 years,Male,2001,58.9
Russia,0 years,Male,2002,58.7
Russia,0 years,Male,2003,58.5
Russia,0 years,Male,2004,58.9
Russia,0 years,Male,2005,58.9
Russia,0 years,Male,2006,60.4
Russia,0 years,Male,2007,61.5
Russia,0 years,Male,2008,61.9
Russia,0 years,Male,2009,62.9
Russia,0 years,Male,2010,63.1
Russia,0 years,Male,2011,64.0
Russia,0 years,Male,2012,64.6
Russia,0 years,Male,2013,65.1
Russia,0 years,Male,2014,65.3
Russia,0 years,Male,2015,65.9
Russia,0 years,Male,2016,66.5
Russia,0 years,Male,2017,67.5
Russia,0 years,Male,2018,67.8
Russia,0 years,Male,2019,68.2
Russia,0 years,Male,2020,66.5
Russia,0 years,Male,2021,65.5
Russia,0 years,Male,2022,67.6
Russia,0 years,Male,2023,68.0
Slovak Republic,0 years,Male,2000,69.2
Slovak Republic,0 years,Male,2001,69.5
Slovak Republic,0 years,Male,2002,69.8
Slovak Republic,0 years,Male,2003,69.8
Slovak Republic,0 years,Male,2004,70.3
Slovak Republic,0 years,Male,2005,70.2
Slovak Republic,0 years,Male,2006,70.4
Slovak Republic,0 years,Male,2007,70.6
Slovak Republic,0 years,Male,2008,70.9
Slovak Republic,0 years,Male,2009,71.4
Slovak Republic,0 years,Male,2010,71.8
Slovak Republic,0 years,Male,2011,72.3
Slovak Republic,0 years,Male,2012,72.5
Slovak Republic,0 years,Male,2013,72.9
Slovak Republic,0 years,Male,2014,73.3
Slovak Republic,0 years,Male,2015,73.1
Slovak Republic,0 years,Male,2016,73.8
Slovak Republic,0 years,Male,2017,73.8
Slovak Republic,0 years,Male,2018,73.9
Slovak Republic,0 years,Male,2019,74.3
Slovak Republic,0 years,Male,2020,73.6
Slovak Republic,0 years,Male,2021,71.2
Slovak Republic,0 years,Male,2022,73.6
Slovak Republic,0 years,Male,2023,74.9
Slovak Republic,0 years,Male,2024,75.2
Slovenia,0 years,Male,2000,72.2
Slovenia,0 years,Male,2001,72.3
Slovenia,0 years,Male,2002,72.6
Slovenia,0 years,Male,2003,72.5
Slovenia,0 years,Male,2004,73.5
Slovenia,0 years,Male,2005,73.9
Slovenia,0 years,Male,2006,74.5
Slovenia,0 years,Male,2007,74.6
Slovenia,0 years,Male,2008,75.5
Slovenia,0 years,Male,2009,75.9
Slovenia,0 years,Male,2010,76.4
Slovenia,0 years,Male,2011,76.8
Slovenia,0 years,Male,2012,77.1
Slovenia,0 years,Male,2013,77.2
Slovenia,0 years,Male,2014,78.0
Slovenia,0 years,Male,2015,77.6
Slovenia,0 years,Male,2016,78.0
Slovenia,0 years,Male,2017,78.1
Slovenia,0 years,Male,2018,78.3
Slovenia,0 years,Male,2019,78.5
Slovenia,0 years,Male,2020,77.8
Slovenia,0 years,Male,2021,77.6
Slovenia,0 years,Male,2022,78.4
Slovenia,0 years,Male,2023,78.9
Slovenia,0 years,Male,2024,79.5
South Africa,0 years,Male,2000,55.4
South Africa,0 years,Male,2001,54.6
South Africa,0 years,Male,2002,53.2
South Africa,0 years,Male,2003,52.0
South Africa,0 years,Male,2004,51.9
South Africa,0 years,Male,2005,52.1
South Africa,0 years,Male,2006,52.2
South Africa,0 years,Male,2007,52.7
South Africa,0 years,Male,2008,53.5
South Africa,0 years,Male,2009,54.8
South Africa,0 years,Male,2010,56.2
South Africa,0 years,Male,2011,57.7
South Africa,0 years,Male,2012,58.7
South Africa,0 years,Male,2013,59.2
South Africa,0 years,Male,2014,59.9
South Africa,0 years,Male,2015,60.8
South Africa,0 years,Male,2016,61.3
South Africa,0 years,Male,2017,62.0
South Africa,0 years,Male,2018,62.3
South Africa,0 years,Male,2019,62.7
South Africa,0 years,Male,2020,62.2
South Africa,0 years,Male,2021,59.2
South Africa,0 years,Male,2022,61.8
South Africa,0 years,Male,2023,62.6
South Africa,0 years,Male,2024,62.8
Spain,0 years,Male,2000,75.8
Spain,0 years,Male,2001,76.3
Spain,0 years,Male,2002,76.4
Spain,0 years,Male,2003,76.4
Spain,0 years,Male,2004,77.0
Spain,0 years,Male,2005,77.0
Spain,0 years,Male,2006,77.8
Spain,0 years,Male,2007,77.9
Spain,0 years,Male,2008,78.3
Spain,0 years,Male,2009,78.8
Spain,0 years,Male,2010,79.2
Spain,0 years,Male,2011,79.5
Spain,0 years,Male,2012,79.5
Spain,0 years,Male,2013,80.2
Spain,0 years,Male,2014,80.1
Spain,0 years,Male,2015,79.9
Spain,0 years,Male,2016,80.2
Spain,0 years,Male,2017,80.3
Spain,0 years,Male,2018,80.4
Spain,0 years,Male,2019,80.8
Spain,0 years,Male,2020,79.5
Spain,0 years,Male,2021,80.2
Spain,0 years,Male,2022,80.3
Spain,0 years,Male,2023,81.1
Spain,0 years,Male,2024,81.4
Sweden,0 years,Male,2000,77.4
Sweden,0 years,Male,2001,77.6
Sweden,0 years,Male,2002,77.7
Sweden,0 years,Male,2003,78.0
Sweden,0 years,Male,2004,78.4
Sweden,0 years,Male,2005,78.5
Sweden,0 years,Male,2006,78.8
Sweden,0 years,Male,2007,79.0
Sweden,0 years,Male,2008,79.2
Sweden,0 years,Male,2009,79.4
Sweden,0 years,Male,2010,79.6
Sweden,0 years,Male,2011,79.9
Sweden,0 years,Male,2012,79.9
Sweden,0 years,Male,2013,80.2
Sweden,0 years,Male,2014,80.3
Sweden,0 years,Male,2015,80.3
Sweden,0 years,Male,2016,80.6
Sweden,0 years,Male,2017,80.7
Sweden,0 years,Male,2018,80.8
Sweden,0 years,Male,2019,81.3
Sweden,0 years,Male,2020,80.6
Sweden,0 years,Male,2021,81.2
Sweden,0 years,Male,2022,81.3
Sweden,0 years,Male,2023,81.6
Sweden,0 years,Male,2024,82.3
Switzerland,0 years,Male,2000,77.0
Switzerland,0 years,Male,2001,77.5
Switzerland,0 years,Male,2002,77.9
Switzerland,0 years,Male,2003,78.0
Switzerland,0 years,Male,2004,78.6
Switzerland,0 years,Male,2005,78.7
Switzerland,0 years,Male,2006,79.2
Switzerland,0 years,Male,2007,79.5
Switzerland,0 years,Male,2008,79.8
Switzerland,0 years,Male,2009,79.9
Switzerland,0 years,Male,2010,80.3
Switzerland,0 years,Male,2011,80.5
Switzerland,0 years,Male,2012,80.6
Switzerland,0 years,Male,2013,80.7
Switzerland,0 years,Male,2014,80.9
Switzerland,0 years,Male,2015,80.7
Switzerland,0 years,Male,2016,81.5
Switzerland,0 years,Male,2017,81.4
Switzerland,0 years,Male,2018,81.6
Switzerland,0 years,Male,2019,81.9
Switzerland,0 years,Male,2020,81.0
Switzerland,0 years,Male,2021,81.6
Switzerland,0 years,Male,2022,81.6
Switzerland,0 years,Male,2023,82.2
Switzerland,0 years,Male,2024,82.4
Thailand,0 years,Male,2000,67.4
Thailand,0 years,Male,2001,67.7
Thailand,0 years,Male,2002,68.0
Thailand,0 years,Male,2003,68.4
Thailand,0 years,Male,2004,68.5
Thailand,0 years,Male,2005,69.3
Thailand,0 years,Male,2006,69.9
Thailand,0 years,Male,2007,70.4
Thailand,0 years,Male,2008,70.9
Thailand,0 years,Male,2009,71.3
Thailand,0 years,Male,2010,71.4
Thailand,0 years,Male,2011,71.5
Thailand,0 years,Male,2012,71.7
Thailand,0 years,Male,2013,72.0
Thailand,0 years,Male,2014,72.3
Thailand,0 years,Male,2015,72.5
Thailand,0 years,Male,2016,72.6
Thailand,0 years,Male,2017,72.8
Thailand,0 years,Male,2018,73.0
Thailand,0 years,Male,2019,72.8
Thailand,0 years,Male,2020,73.0
Thailand,0 years,Male,2021,73.3
Thailand,0 years,Male,2022,71.0
Thailand,0 years,Male,2023,72.2
Thailand,0 years,Male,2024,72.3
Türkiye,0 years,Male,2000,69.0
Türkiye,0 years,Male,2001,69.4
Türkiye,0 years,Male,2002,69.8
Türkiye,0 years,Male,2003,70.2
Türkiye,0 years,Male,2004,70.6
Türkiye,0 years,Male,2005,71.0
Türkiye,0 years,Male,2006,71.2
Türkiye,0 years,Male,2007,71.4
Türkiye,0 years,Male,2008,71.5
Türkiye,0 years,Male,2009,71.7
Türkiye,0 years,Male,2010,71.8
Türkiye,0 years,Male,2011,72.0
Türkiye,0 years,Male,2012,72.0
Türkiye,0 years,Male,2013,75.3
Türkiye,0 years,Male,2014,75.3
Türkiye,0 years,Male,2015,75.3
Türkiye,0 years,Male,2016,75.3
Türkiye,0 years,Male,2017,75.6
Türkiye,0 years,Male,2018,75.9
Türkiye,0 years,Male,2019,75.6
Türkiye,0 years,Male,2020,75.0
Türkiye,0 years,Male,2021,74.8
Türkiye,0 years,Male,2022,74.7
Türkiye,0 years,Male,2023,75.5
Ukraine,0 years,Male,2000,62.2
Ukraine,0 years,Male,2001,62.0
Ukraine,0 years,Male,2002,62.1
Ukraine,0 years,Male,2003,62.0
Ukraine,0 years,Male,2004,61.8
Ukraine,0 years,Male,2005,61.8
Ukraine,0 years,Male,2006,61.7
Ukraine,0 years,Male,2007,62.0
Ukraine,0 years,Male,2008,62.7
Ukraine,0 years,Male,2009,63.8
Ukraine,0 years,Male,2010,65.0
Ukraine,0 years,Male,2011,65.6
Ukraine,0 years,Male,2012,66.0
Ukraine,0 years,Male,2013,66.3
Ukraine,0 years,Male,2014,66.6
Ukraine,0 years,Male,2015,67.7
Ukraine,0 years,Male,2016,68.5
Ukraine,0 years,Male,2017,69.1
Ukraine,0 years,Male,2018,68.6
Ukraine,0 years,Male,2019,68.9
Ukraine,0 years,Male,2020,68.3
Ukraine,0 years,Male,2021,67.1
Ukraine,0 years,Male,2022,66.2
Ukraine,0 years,Male,2023,66.9
Ukraine,0 years,Male,2024,69.8
United Kingdom,0 years,Male,2000,75.4
United Kingdom,0 years,Male,2001,75.7
United Kingdom,0 years,Male,2002,75.8
United Kingdom,0 years,Male,2003,76.1
United Kingdom,0 years,Male,2004,76.6
United Kingdom,0 years,Male,2005,76.9
United Kingdom,0 years,Male,2006,77.2
United Kingdom,0 years,Male,2007,77.4
United Kingdom,0 years,Male,2008,77.6
United Kingdom,0 years,Male,2009,78.1
United Kingdom,0 years,Male,2010,78.4
United Kingdom,0 years,Male,2011,78.8
United Kingdom,0 years,Male,2012,79.0
United Kingdom,0 years,Male,2013,79.0
United Kingdom,0 years,Male,2014,79.2
United Kingdom,0 years,Male,2015,79.0
United Kingdom,0 years,Male,2016,79.2
United Kingdom,0 years,Male,2017,79.2
United Kingdom,0 years,Male,2018,79.2
United Kingdom,0 years,Male,2019,79.5
United Kingdom,0 years,Male,2020,78.3
United Kingdom,0 years,Male,2021,78.5
United Kingdom,0 years,Male,2022,79.0
United Kingdom,0 years,Male,2023,79.0
United Kingdom,0 years,Male,2024,79.4
United States,0 years,Male,2000,74.1
United States,0 years,Male,2001,74.3
United States,0 years,Male,2002,74.4
United States,0 years,Male,2003,74.5
United States,0 years,Male,2004,75.0
United States,0 years,Male,2005,75.0
United States,0 years,Male,2006,75.2
United States,0 years,Male,2007,75.5
United States,0 years,Male,2008,75.6
United States,0 years,Male,2009,76.0
United States,0 years,Male,2010,76.2
United States,0 years,Male,2011,76.3
United States,0 years,Male,2012,76.4
United States,0 years,Male,2013,76.4
United States,0 years,Male,2014,76.5
United States,0 years,Male,2015,76.3
United States,0 years,Male,2016,76.2
United States,0 years,Male,2017,76.1
United States,0 years,Male,2018,76.2
United States,0 years,Male,2019,76.3
United States,0 years,Male,2020,74.2
United States,0 years,Male,2021,73.5
United States,0 years,Male,2022,74.8
United States,0 years,Male,2023,75.8
United States,0 years,Male,2024,76.5
